context,pun_word,alter_word,pun_word_sense,alter_word_sense,new_pun,user_pun
"dentists,hard day",fault,fault,responsibility for a bad situation or event,(geology) a crack in the earth's crust resulting from the displacement of one side with respect to the other,yes,The cross eyed teacher stored the exams in a heavy fault.
"farmer,bull",bay,day,the sound of a hound on the scent,a period of opportunity,yes,The bull farmer had a really bad bay today
"farmer,bull",grapevine,grapevine,gossip spread by spoken communication,any of numerous woody vines of genus Vitis bearing clusters of edible berries,no,
"finished,wall sculptors,it be a",marbles,marbles,the basic human power of intelligent thought and perception,a hard crystalline metamorphic rock that takes a high polish; used for sculpture and as building material,yes,The wall sculptors lost their marbles when doing the kitchen job
beagles,maine,main,a state in New England,most important element,yes,The beagles were all born in the state of main
"beauty school,class",swept,swept,sweep with a broom or as if with a broom,overwhelm emotionally,yes,I was swept away in the beauty class while cleaning up
"beauty school,class",testily,test,in a petulant manner,a set of questions or exercises evaluating skill or knowledge,yes,I was the test when it came to scores in the beauty school class
"soap,getaway,stole",cue,clue,sports implement consisting of a tapering rod used to strike a cue ball in pool or billiards,a slight indication,yes,The thief stole a soap but had no cue how to escape the store
"soap,getaway,stole",bay,day,the sound of a hound on the scent,a period of opportunity,yes,The thief who stole a soap was help at day by police
"soap,getaway,stole",lovingly,love,with fondness; with love,a score of zero in tennis or squash,yes,
"flock together,priest,robins",lovingly,love,with fondness; with love,a score of zero in tennis or squash,no,
"flock,doves,stage a",pair,pear,two people considered as a unit,sweet juicy gritty-textured fruit available in many varieties,no,
"flock,doves,stage a",coupe,coop,a car with two doors and front seats and a luggage compartment,a farm building for housing poultry,no,
"knocker,said,try,not answering",weight,wait,the vertical force exerted by a mass as a result of gravity,the act of waiting (remaining inactive in one place while expecting something),no,
"knocker,said,try,not answering",cue,clue,sports implement consisting of a tapering rod used to strike a cue ball in pool or billiards,a slight indication,no,
"knocker,said,try,not answering",pick,pick,a plectrum used to pluck a guitar,improve significantly; go from bad to good,no,
"coins,to be",boring,boring,so lacking in interest as to cause mental weariness; ; ; ; ; ; - Edmund Burke; ; - Mark Twain,the act of drilling,no,
"coins,to be",franc,frank,the basic monetary unit in many countries; equal to 100 centimes,characterized by directness in manner or speech; without subtlety or evasion,yes,"When you pay with coins, you have to be franc with the cashier."
"coins,to be",rich,rich,possessing material wealth,"containing plenty of fat, or eggs, or sugar",no,I find Italian food to be rich.
"around,globetrotter's",guessed,guest,"put forward, of a guess, in spite of possible refutation",a visitor to whom hospitality is extended,yes,The globetrotter's manager was a VIP guessed at the hotel
"around,globetrotter's",err,air,to make a mistake or be incorrect,a distinctive but intangible quality surrounding a person or thing,yes,The globetrotter's manager is the air to the owner's estate
"around,globetrotter's",mint,mean,"form by stamping, punching, or printing",destine or designate for a certain purpose,yes,"The globetrotter's manager is a very mint man, nobody likes him"
"baseball,line",point,point,a brief version of the essential meaning of something,sharp end,yes,I drank a point of beer with the baseball coach
"basketball,give",testily,test,in a petulant manner,a set of questions or exercises evaluating skill or knowledge,yes,The basketball coach was the test person I had met yet
"basketball,give",number,number,a select company of people,"the number of molecules in a mole of a substance (approximately 602,250,000,000,000,000,000,000)",yes,The basketball coach is now a number of the hall of fame
"judges,die,slur their",err,air,to make a mistake or be incorrect,a distinctive but intangible quality surrounding a person or thing,no,
"judges,die,slur their",fuming,fuming,"be mad, angry, or furious",a cloud of fine particles suspended in a gas,no,
"judges,die,slur their",summarily,sum,without delay; in a summary manner,a quantity obtained by the addition of a group of numbers,no,
"judges,die,slur their",cue,clue,sports implement consisting of a tapering rod used to strike a cue ball in pool or billiards,a slight indication,yes,Judges have no cue how billiards works.
"judges,die,slur their",throne,throw,"the chair of state for a monarch, bishop, etc.",get rid of,yes,Royal judges die when they lose their thrown.
"judges,die,slur their",point,point,a brief version of the essential meaning of something,sharp end,yes,
"garden,grow food",pick,pick,a plectrum used to pluck a guitar,improve significantly; go from bad to good,no,
"garden,grow food",bay,day,the sound of a hound on the scent,a period of opportunity,no,
"garden,grow food",lovingly,love,with fondness; with love,a score of zero in tennis or squash,no,
"cheese,breath,waited,cat ate,mouse",loathe,loaf,find repugnant,a shaped mass of baked bread that is usually sliced before eating,yes,The cat ate the loathe just so the mouse couldn't
"chinese cooks,die",handy,hand,useful and convenient,the (prehensile) extremity of the superior limb,yes,Handy Chinese cooks always keep a wok nearby.
"chinese cooks,die",cultured,cultured,(biology) the growing of microorganisms in a nutrient medium (such as gelatin or agar),marked by refinement in taste and manners,yes,
"scientist,liquid chemicals,problem",radiating,radiating,send out rays or waves,"experience a feeling of well-being or happiness, as from good health or an intense emotion",yes,The scientist was radiating about his findings about nuclear power.
